Feature,Normalized.Dispersion
ENSG00000238009,1.4338229177551003
ENSG00000241860,0.5687298098916539
ENSG00000241599,NaN
ENSG00000237491,-0.11588580938334371
ENSG00000177757,NaN
ENSG00000228794,-0.5555564882017785
ENSG00000225880,-0.3968876366517343
ENSG00000230368,-0.8822881319359251
ENSG00000230699,NaN
ENSG00000187634,NaN
ENSG00000188976,-1.6823451254883202
ENSG00000187961,10.860406698174417
ENSG00000187583,1.3458516107137588
ENSG00000187642,NaN
ENSG00000272512,NaN
ENSG00000188290,7.716696242335624
ENSG00000187608,4.175706138494249
ENSG00000188157,-2.479006317552594
ENSG00000237330,NaN
ENSG00000131591,-0.2058008936953576
ENSG00000285812,NaN
ENSG00000223823,1.381181221002693
ENSG00000162571,-1.857095332160692
ENSG00000186891,2.230143164653584
ENSG00000186827,0.967092485371256
ENSG00000078808,-1.958066087303044
ENSG00000176022,-1.625642369203377
ENSG00000184163,22.547181813334287
ENSG00000260179,3.575295410509775
ENSG00000160087,-1.1691595838632032
ENSG00000230415,NaN
ENSG00000162572,0.7678718843069446
ENSG00000131584,1.6352070169283877
ENSG00000169972,-0.3811176143129321
ENSG00000127054,-0.3581217488099982
ENSG00000240731,NaN
ENSG00000224051,-1.5646410410893097
ENSG00000169962,-0.2995009855035499
ENSG00000107404,-0.3729308495675193
ENSG00000162576,-1.8504246993378255
ENSG00000175756,-1.623745579246835
ENSG00000221978,2.513793251885412
ENSG00000224870,1.4680768631279584
ENSG00000242485,-0.12653788587615927
ENSG00000272455,0.11691144176679238
ENSG00000235098,5.613687544563188
ENSG00000179403,NaN
ENSG00000215915,-1.552240312439047
ENSG00000160072,-0.8199231823402605
ENSG00000197785,-1.723922586432441
ENSG00000205090,-0.05544437815043985
ENSG00000160075,-1.0853200055176069
ENSG00000215014,0.8543346182753035
ENSG00000228594,-1.4154139182813839
ENSG00000286989,1.1501050427508746
ENSG00000272106,-0.998686014641912
ENSG00000197530,-0.18484085428818128
ENSG00000189409,3.1222870669362344
ENSG00000248333,1.941907286247909
ENSG00000272004,4.22886615202667
ENSG00000189339,-1.1371503556211406
ENSG00000008128,-1.8332922825077262
ENSG00000215790,1.1886955182458236
ENSG00000008130,2.7739934538115816
ENSG00000078369,-0.28714174647320556
ENSG00000231050,-0.5082549528883274
ENSG00000169885,NaN
ENSG00000178821,0.9488501664478363
ENSG00000142609,NaN
ENSG00000187730,1.0126359857372225
