Feature
1,ENSG00000273300
2,ENSG00000112414
3,ENSG00000164741
4,ENSG00000109265
5,ENSG00000050628
6,ENSG00000253598
7,ENSG00000130208
8,ENSG00000176771
9,ENSG00000198075
10,ENSG00000260420
11,ENSG00000267769
12,ENSG00000260693
13,ENSG00000149948
14,ENSG00000110693
15,ENSG00000121236
16,ENSG00000154319
17,ENSG00000228065
18,ENSG00000204802
19,ENSG00000161647
20,ENSG00000165152
21,ENSG00000112212
22,ENSG00000287682
23,ENSG00000144648
24,ENSG00000214688
25,ENSG00000105464
26,ENSG00000237819
27,ENSG00000263961
28,ENSG00000175147
29,ENSG00000139572
30,ENSG00000174950
31,ENSG00000173898
32,ENSG00000137825
33,ENSG00000187492
34,ENSG00000170390
35,ENSG00000107719
36,ENSG00000254343
37,ENSG00000007062
38,ENSG00000249639
39,ENSG00000090530
40,ENSG00000235244
41,ENSG00000108176
42,ENSG00000196860
43,ENSG00000143603
44,ENSG00000122778
45,ENSG00000256571
46,ENSG00000232628
47,ENSG00000215784
48,ENSG00000239642
49,ENSG00000168062
50,ENSG00000181264
51,ENSG00000203797
52,ENSG00000266290
53,ENSG00000234793
54,ENSG00000185818
55,ENSG00000188365
56,ENSG00000227017
57,ENSG00000166676
58,ENSG00000134323
59,ENSG00000234546
60,ENSG00000259225
61,ENSG00000272711
62,ENSG00000063438
63,ENSG00000102854
64,ENSG00000171631
65,ENSG00000139734
66,ENSG00000170893
67,ENSG00000172995
68,ENSG00000269815
69,ENSG00000150760
70,ENSG00000107821
71,ENSG00000267270
72,ENSG00000230149
73,ENSG00000129221
74,ENSG00000107338
75,ENSG00000227066
76,ENSG00000158488
77,ENSG00000214870
78,ENSG00000275484
79,ENSG00000070915
80,ENSG00000168306
81,ENSG00000265912
82,ENSG00000250280
83,ENSG00000261211
84,ENSG00000137834
85,ENSG00000171798
86,ENSG00000100095
87,ENSG00000166147
88,ENSG00000265743
89,ENSG00000137507
90,ENSG00000174233
91,ENSG00000262663
92,ENSG00000273980
93,ENSG00000203402
94,ENSG00000122025
95,ENSG00000121903
96,ENSG00000176076
97,ENSG00000106772
98,ENSG00000268119
99,ENSG00000163629
100,ENSG00000135549
101,ENSG00000247193
102,ENSG00000225964
103,ENSG00000106853
104,ENSG00000135094
105,ENSG00000152315
106,ENSG00000117245
107,ENSG00000285972
108,ENSG00000151838
109,ENSG00000135451
110,ENSG00000273248
111,ENSG00000234919
112,ENSG00000196878
113,ENSG00000253214
114,ENSG00000287182
115,ENSG00000277258
116,ENSG00000232684
117,ENSG00000254983
118,ENSG00000148680
119,ENSG00000183010
120,ENSG00000142627
121,ENSG00000226321
122,ENSG00000232545
123,ENSG00000253368
124,ENSG00000085999
125,ENSG00000224177
126,ENSG00000168386
127,ENSG00000103852
128,ENSG00000114923
129,ENSG00000127423
130,ENSG00000258791
131,ENSG00000287222
132,ENSG00000173267
133,ENSG00000182636
134,ENSG00000088882
135,ENSG00000162745
136,ENSG00000128322
137,ENSG00000178826
138,ENSG00000108924
139,ENSG00000180992
140,ENSG00000090659
141,ENSG00000179097
142,ENSG00000120341
143,ENSG00000267423
144,ENSG00000139567
145,ENSG00000152931
146,ENSG00000273084
147,ENSG00000178297
148,ENSG00000178718
149,ENSG00000260190
150,ENSG00000157554
151,ENSG00000274373
152,ENSG00000122861
153,ENSG00000174705
154,ENSG00000180155
155,ENSG00000258572
156,ENSG00000105251
157,ENSG00000125650
158,ENSG00000134247
159,ENSG00000109099
160,ENSG00000133121
161,ENSG00000224101
162,ENSG00000263307
163,ENSG00000162910
164,ENSG00000282997
165,ENSG00000164850
166,ENSG00000250510
167,ENSG00000286881
168,ENSG00000226758
169,ENSG00000166510
170,ENSG00000106004
171,ENSG00000183134
172,ENSG00000122592
173,ENSG00000287896
174,ENSG00000261655
175,ENSG00000162396
176,ENSG00000270116
177,ENSG00000152503
178,ENSG00000157456
179,ENSG00000254060
180,ENSG00000274391
181,ENSG00000124006
182,ENSG00000100628
183,ENSG00000011426
184,ENSG00000198576
185,ENSG00000274833
186,ENSG00000182585
187,ENSG00000114378
188,ENSG00000148483
189,ENSG00000105185
190,ENSG00000130147
191,ENSG00000225792
192,ENSG00000123700
193,ENSG00000167085
194,ENSG00000151005
195,ENSG00000214160
196,ENSG00000188157
197,ENSG00000100276
198,ENSG00000273262
199,ENSG00000165480
200,ENSG00000064989
201,ENSG00000101132
202,ENSG00000272279
203,ENSG00000116898
204,ENSG00000198680
205,ENSG00000128626
206,ENSG00000272986
207,ENSG00000214402
208,ENSG00000248905
209,ENSG00000270816
210,ENSG00000130638
211,ENSG00000236423
212,ENSG00000186998
213,ENSG00000151552
214,ENSG00000286657
215,ENSG00000253194
216,ENSG00000139684
217,ENSG00000165283
218,ENSG00000198959
219,ENSG00000123992
220,ENSG00000198435
221,ENSG00000158882
222,ENSG00000270141
223,ENSG00000167088
224,ENSG00000077063
225,ENSG00000110801
226,ENSG00000222009
227,ENSG00000287005
228,ENSG00000108309
229,ENSG00000154240
230,ENSG00000116783
231,ENSG00000171766
232,ENSG00000059691
233,ENSG00000273143
234,ENSG00000269938
235,ENSG00000100433
236,ENSG00000152377
237,ENSG00000079462
238,ENSG00000261327
239,ENSG00000254577
240,ENSG00000110079
241,ENSG00000241280
242,ENSG00000247134
243,ENSG00000198892
244,ENSG00000117411
245,ENSG00000186603
246,ENSG00000116649
247,ENSG00000124466
248,ENSG00000136052
249,ENSG00000125991
250,ENSG00000183605
251,ENSG00000213402
252,ENSG00000204899
253,ENSG00000228661
254,ENSG00000260898
255,ENSG00000183250
256,ENSG00000132661
