Feature
1,ENSG00000119888
2,ENSG00000197763
3,ENSG00000176771
4,ENSG00000178175
5,ENSG00000237980
6,ENSG00000158163
7,ENSG00000147488
8,ENSG00000007062
9,ENSG00000286342
10,ENSG00000170439
11,ENSG00000050628
12,ENSG00000272855
13,ENSG00000164684
14,ENSG00000113657
15,ENSG00000179097
16,ENSG00000219607
17,ENSG00000253958
18,ENSG00000187122
19,ENSG00000204385
20,ENSG00000123485
21,ENSG00000117245
22,ENSG00000255269
23,ENSG00000183010
24,ENSG00000188710
25,ENSG00000232684
26,ENSG00000272043
27,ENSG00000260954
28,ENSG00000221886
29,ENSG00000236204
30,ENSG00000184828
31,ENSG00000188037
32,ENSG00000175262
33,ENSG00000142621
34,ENSG00000259583
35,ENSG00000122778
36,ENSG00000254337
37,ENSG00000232628
38,ENSG00000278916
39,ENSG00000105246
40,ENSG00000173578
41,ENSG00000171631
42,ENSG00000262898
43,ENSG00000179331
44,ENSG00000187997
45,ENSG00000214688
46,ENSG00000036565
47,ENSG00000204882
48,ENSG00000203943
49,ENSG00000255038
50,ENSG00000260401
51,ENSG00000152953
52,ENSG00000260086
53,ENSG00000272057
54,ENSG00000287091
55,ENSG00000272417
56,ENSG00000109099
57,ENSG00000188649
58,ENSG00000205978
59,ENSG00000214870
60,ENSG00000118193
61,ENSG00000198795
62,ENSG00000107719
63,ENSG00000158485
64,ENSG00000258376
65,ENSG00000287299
66,ENSG00000272506
67,ENSG00000287431
68,ENSG00000231680
69,ENSG00000163554
70,ENSG00000231690
71,ENSG00000287338
72,ENSG00000136235
73,ENSG00000231170
74,ENSG00000154262
75,ENSG00000285852
76,ENSG00000224533
77,ENSG00000197933
78,ENSG00000106341
79,ENSG00000285906
80,ENSG00000183496
81,ENSG00000267628
82,ENSG00000270066
83,ENSG00000124019
84,ENSG00000274995
85,ENSG00000169116
86,ENSG00000257595
87,ENSG00000213373
88,ENSG00000080910
89,ENSG00000108950
90,ENSG00000172789
91,ENSG00000241135
92,ENSG00000149927
93,ENSG00000203724
94,ENSG00000087586
95,ENSG00000224307
96,ENSG00000139567
97,ENSG00000267416
98,ENSG00000267117
99,ENSG00000117266
100,ENSG00000225521
101,ENSG00000250722
102,ENSG00000165533
103,ENSG00000105376
104,ENSG00000038945
105,ENSG00000285879
106,ENSG00000204930
107,ENSG00000162073
108,ENSG00000243055
109,ENSG00000130584
110,ENSG00000141161
111,ENSG00000287975
112,ENSG00000269807
113,ENSG00000198523
114,ENSG00000286689
115,ENSG00000085831
116,ENSG00000275582
117,ENSG00000286288
118,ENSG00000132561
119,ENSG00000286888
120,ENSG00000155962
121,ENSG00000145850
122,ENSG00000020181
123,ENSG00000187905
124,ENSG00000107282
125,ENSG00000241280
126,ENSG00000265967
127,ENSG00000267882
128,ENSG00000269352
129,ENSG00000111704
130,ENSG00000259354
131,ENSG00000164045
132,ENSG00000170667
133,ENSG00000268015
134,ENSG00000254484
135,ENSG00000197380
136,ENSG00000250742
137,ENSG00000254186
138,ENSG00000229873
139,ENSG00000270792
140,ENSG00000239642
141,ENSG00000277117
142,ENSG00000112414
143,ENSG00000162512
144,ENSG00000264125
145,ENSG00000148680
146,ENSG00000116649
147,ENSG00000196411
148,ENSG00000277504
149,ENSG00000272839
150,ENSG00000287932
151,ENSG00000109805
152,ENSG00000226891
153,ENSG00000129194
154,ENSG00000122642
155,ENSG00000172803
156,ENSG00000133661
157,ENSG00000134780
158,ENSG00000100197
159,ENSG00000242048
160,ENSG00000286303
161,ENSG00000100253
162,ENSG00000164877
163,ENSG00000123179
164,ENSG00000272092
165,ENSG00000130204
166,ENSG00000227014
167,ENSG00000268189
168,ENSG00000135900
169,ENSG00000101444
170,ENSG00000267484
171,ENSG00000254859
172,ENSG00000184428
173,ENSG00000273145
174,ENSG00000130881
175,ENSG00000229178
176,ENSG00000154133
177,ENSG00000270147
178,ENSG00000168062
179,ENSG00000136206
180,ENSG00000139174
181,ENSG00000260742
182,ENSG00000103855
183,ENSG00000142798
184,ENSG00000148291
185,ENSG00000148671
186,ENSG00000074201
187,ENSG00000268182
188,ENSG00000167695
189,ENSG00000142233
190,ENSG00000170584
191,ENSG00000186907
192,ENSG00000072506
193,ENSG00000225465
194,ENSG00000273980
195,ENSG00000224578
196,ENSG00000128626
197,ENSG00000284669
198,ENSG00000236871
199,ENSG00000130165
200,ENSG00000007520
201,ENSG00000094804
202,ENSG00000055950
203,ENSG00000224738
204,ENSG00000092200
205,ENSG00000275512
206,ENSG00000183570
207,ENSG00000173418
208,ENSG00000226124
209,ENSG00000167513
210,ENSG00000122025
211,ENSG00000284753
212,ENSG00000270084
213,ENSG00000179950
214,ENSG00000139410
215,ENSG00000204220
216,ENSG00000136315
217,ENSG00000261000
218,ENSG00000105677
219,ENSG00000111665
220,ENSG00000228150
221,ENSG00000166689
222,ENSG00000286153
223,ENSG00000145912
224,ENSG00000265752
225,ENSG00000134049
226,ENSG00000267009
227,ENSG00000116898
228,ENSG00000267205
229,ENSG00000151490
230,ENSG00000033011
231,ENSG00000213619
232,ENSG00000179954
233,ENSG00000177889
234,ENSG00000267308
235,ENSG00000112667
236,ENSG00000259366
237,ENSG00000232978
238,ENSG00000204370
239,ENSG00000171729
240,ENSG00000260898
241,ENSG00000198835
242,ENSG00000138135
243,ENSG00000178952
244,ENSG00000007080
245,ENSG00000260038
246,ENSG00000177873
247,ENSG00000164087
248,ENSG00000183605
249,ENSG00000274001
250,ENSG00000260317
251,ENSG00000197982
252,ENSG00000165704
253,ENSG00000138382
254,ENSG00000170959
255,ENSG00000232656
256,ENSG00000204305
257,ENSG00000250361
258,ENSG00000196724
259,ENSG00000088727
260,ENSG00000099901
261,ENSG00000239672
262,ENSG00000106628
263,ENSG00000205138
264,ENSG00000100632
265,ENSG00000115112
266,ENSG00000136930
267,ENSG00000196976
268,ENSG00000198959
269,ENSG00000130649
270,ENSG00000230124
271,ENSG00000183780
272,ENSG00000153574
273,ENSG00000249375
274,ENSG00000272832
275,ENSG00000143147
276,ENSG00000273485
277,ENSG00000133597
278,ENSG00000153157
279,ENSG00000272735
280,ENSG00000105185
281,ENSG00000175701
282,ENSG00000091622
283,ENSG00000084623
284,ENSG00000134627
285,ENSG00000171812
286,ENSG00000181924
287,ENSG00000185608
288,ENSG00000135549
289,ENSG00000063241
290,ENSG00000188396
291,ENSG00000287202
292,ENSG00000254777
293,ENSG00000107874
294,ENSG00000171135
295,ENSG00000130731
296,ENSG00000138363
297,ENSG00000248905
298,ENSG00000153902
299,ENSG00000133265
300,ENSG00000231760
301,ENSG00000272343
302,ENSG00000100095
303,ENSG00000170468
304,ENSG00000076356
305,ENSG00000111667
306,ENSG00000272576
307,ENSG00000145337
308,ENSG00000224424
309,ENSG00000115839
310,ENSG00000110442
311,ENSG00000179091
312,ENSG00000105464
313,ENSG00000170473
314,ENSG00000121207
315,ENSG00000239697
316,ENSG00000162385
317,ENSG00000224707
318,ENSG00000169740
319,ENSG00000170558
320,ENSG00000132676
321,ENSG00000124562
322,ENSG00000197345
323,ENSG00000221947
324,ENSG00000135480
325,ENSG00000230515
326,ENSG00000137936
327,ENSG00000168993
328,ENSG00000166816
329,ENSG00000184990
330,ENSG00000108813
331,ENSG00000273899
332,ENSG00000153485
333,ENSG00000179271
334,ENSG00000136710
335,ENSG00000174917
336,ENSG00000139180
337,ENSG00000137474
338,ENSG00000266969
339,ENSG00000262777
340,ENSG00000230555
341,ENSG00000175224
342,ENSG00000166068
343,ENSG00000226167
344,ENSG00000273841
345,ENSG00000244038
346,ENSG00000211782
347,ENSG00000172340
348,ENSG00000123297
349,ENSG00000174547
350,ENSG00000241370
351,ENSG00000163468
352,ENSG00000141698
353,ENSG00000101365
354,ENSG00000127074
355,ENSG00000062582
356,ENSG00000141101
357,ENSG00000114023
358,ENSG00000213339
359,ENSG00000261773
360,ENSG00000173545
361,ENSG00000110536
362,ENSG00000170382
363,ENSG00000163382
364,ENSG00000225921
365,ENSG00000107949
366,ENSG00000162407
367,ENSG00000108561
368,ENSG00000224877
369,ENSG00000184752
370,ENSG00000261759
371,ENSG00000100373
372,ENSG00000137547
373,ENSG00000286106
374,ENSG00000182700
375,ENSG00000271959
376,ENSG00000232388
377,ENSG00000250317
378,ENSG00000261645
379,ENSG00000158286
380,ENSG00000214026
381,ENSG00000170430
382,ENSG00000177627
383,ENSG00000237190
384,ENSG00000274370
385,ENSG00000267270
386,ENSG00000091640
387,ENSG00000139637
388,ENSG00000196739
389,ENSG00000090581
390,ENSG00000123685
391,ENSG00000235236
392,ENSG00000187017
393,ENSG00000100814
394,ENSG00000077312
395,ENSG00000120437
396,ENSG00000176894
397,ENSG00000163794
398,ENSG00000133983
399,ENSG00000065268
400,ENSG00000101132
401,ENSG00000183092
402,ENSG00000095139
403,ENSG00000178605
404,ENSG00000149547
405,ENSG00000100216
406,ENSG00000169689
407,ENSG00000100938
