Feature,Normalized.Dispersion
ENSG00000238009,1.8153498441993585
ENSG00000241860,-0.06968002548181718
ENSG00000229905,NaN
ENSG00000237491,-0.6381093525835257
ENSG00000228794,-1.114356494685048
ENSG00000225880,-0.5946681074082464
ENSG00000230368,-0.5341196381442701
ENSG00000230699,2.45372641951294
ENSG00000187634,NaN
ENSG00000188976,-1.1761988802429864
ENSG00000187961,0.5888197620954393
ENSG00000187583,-0.6282600998789754
ENSG00000187642,NaN
ENSG00000272512,NaN
ENSG00000188290,1.999005349450223
ENSG00000187608,3.4032411515246515
ENSG00000188157,-1.2512312333887288
ENSG00000131591,4.690458060265105
ENSG00000285812,NaN
ENSG00000223823,NaN
ENSG00000162571,0.46708098341315396
ENSG00000186891,1.7930452605130445
ENSG00000186827,0.3231991825965578
ENSG00000078808,-0.6554876314336757
ENSG00000176022,0.24006263382272142
ENSG00000184163,-1.441693500790424
ENSG00000260179,-0.7505430794820949
ENSG00000160087,-1.3296676048908842
ENSG00000230415,-1.12638542989447
ENSG00000162572,-0.39446842537719545
ENSG00000131584,0.6411098884926953
ENSG00000169972,-0.9798886725896265
ENSG00000127054,-1.368004210716056
ENSG00000224051,-0.3684167249264854
ENSG00000169962,-1.4045963147265237
ENSG00000107404,1.9225597478790015
ENSG00000162576,-0.1877677557564192
ENSG00000175756,-1.2503409685990066
ENSG00000221978,1.6022336760065252
ENSG00000224870,-0.8007546436621804
ENSG00000242485,0.4234243550734463
ENSG00000272455,1.7408406771367007
ENSG00000235098,NaN
ENSG00000215915,19.19217133431612
ENSG00000160072,0.018450681941857516
ENSG00000197785,0.5968666637282192
ENSG00000205090,0.8206186478710249
ENSG00000160075,-0.7267261859649892
ENSG00000215014,1.592178101234267
ENSG00000228594,-0.776505631606905
ENSG00000286989,-0.09218110368552775
ENSG00000272106,-0.5372489265724996
ENSG00000197530,0.48142057350961637
ENSG00000189409,0.3731948730780989
ENSG00000248333,0.00031074513333050855
ENSG00000272004,-0.9962476774170226
ENSG00000189339,1.4594556103820127
ENSG00000008128,-0.667477556529478
ENSG00000215790,-0.5050426358991004
ENSG00000008130,0.6106634166393188
ENSG00000078369,0.419491136964259
ENSG00000231050,-1.2461864979968387
ENSG00000178821,0.10262096511701932
ENSG00000142609,15.61892341430537
ENSG00000187730,16.953981389583806
ENSG00000067606,0.45796291463379635
ENSG00000271806,-0.670329323352105
ENSG00000182873,-0.02834980318763421
ENSG00000162585,-0.5643531991924623
ENSG00000234396,NaN
ENSG00000157933,-0.26396306169420114
ENSG00000287356,NaN
ENSG00000116151,-1.0305002950321203
ENSG00000272420,0.017562384871647567
ENSG00000157916,0.12204866646894451
ENSG00000157911,0.22172729887292997
ENSG00000149527,-0.10620400621556367
ENSG00000224387,NaN
ENSG00000157881,-0.11047491872234473
ENSG00000272449,-0.8772042276928981
ENSG00000238164,4.014448815269888
ENSG00000157873,-0.05916072764033626
ENSG00000228037,-0.06941264904666988
ENSG00000157870,-0.9314065607926747
ENSG00000142606,-1.2013346807521679
ENSG00000215912,-0.442904425906851
ENSG00000130762,NaN
ENSG00000162591,-0.5963521003790634
ENSG00000238260,-1.5497804520052263
ENSG00000158109,2.2367413121826787
ENSG00000116213,-0.58797847902604
ENSG00000078900,4.590686488035778
ENSG00000235169,1.9389587060889948
ENSG00000130764,-0.7927139536315366
ENSG00000272153,NaN
ENSG00000116198,-0.4151109179638255
ENSG00000169598,-1.0472729589495375
ENSG00000198912,-0.6429420002166572
ENSG00000236423,NaN
ENSG00000196581,1.198857208736546
ENSG00000287586,0.04416855034660501
ENSG00000236948,-0.41865914002355636
ENSG00000131697,0.4399213324474572
ENSG00000069424,0.0034268950104760637
ENSG00000116254,NaN
ENSG00000116251,-1.0276899219090778
ENSG00000226944,NaN
ENSG00000158286,-1.835615519565016
ENSG00000116237,-0.5018109485813184
ENSG00000225077,NaN
ENSG00000158292,3.072300905701224
